Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Porto de Vigo";"";""
"22/03/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"22/03/2025";"Temperatura media  atura a 1.5m";"11.08";"1";"ºC"
"23/03/2025";"Lluvia";"0.5";"1";"L/m2"
"23/03/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"23/03/2025";"Temperatura media  atura a 1.5m";"9.97";"1";"ºC"
"24/03/2025";"Lluvia";"0.0";"1";"L/m2"
"24/03/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"24/03/2025";"Temperatura media  atura a 1.5m";"12.16";"1";"ºC"
"25/03/2025";"Lluvia";"0.0";"1";"L/m2"
"25/03/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"25/03/2025";"Temperatura media  atura a 1.5m";"14.40";"1";"ºC"
"26/03/2025";"Lluvia";"0.0";"1";"L/m2"
"26/03/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"26/03/2025";"Temperatura media  atura a 1.5m";"13.32";"1";"ºC"
"27/03/2025";"Lluvia";"0.0";"1";"L/m2"
"27/03/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"27/03/2025";"Temperatura media  atura a 1.5m";"13.31";"1";"ºC"
"28/03/2025";"Lluvia";"0.0";"1";"L/m2"
"28/03/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"28/03/2025";"Temperatura media  atura a 1.5m";"14.30";"1";"ºC"
"29/03/2025";"Lluvia";"0.0";"1";"L/m2"
"29/03/2025";"Humedad relativa media a 1.5m";"54";"1";"%"
"29/03/2025";"Temperatura media  atura a 1.5m";"16.12";"1";"ºC"
"30/03/2025";"Lluvia";"0.0";"1";"L/m2"
"30/03/2025";"Humedad relativa media a 1.5m";"56";"1";"%"
"30/03/2025";"Temperatura media  atura a 1.5m";"16.74";"1";"ºC"
"31/03/2025";"Lluvia";"0.0";"1";"L/m2"
"31/03/2025";"Humedad relativa media a 1.5m";"56";"1";"%"
"31/03/2025";"Temperatura media  atura a 1.5m";"18.70";"1";"ºC"
