Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Pontevedra-Campolongo";"";""
"22/03/2025";"Humedad relativa media a 1.5m";"87";"1";"%"
"22/03/2025";"Temperatura media  atura a 1.5m";"10.58";"1";"ºC"
"23/03/2025";"Lluvia";"3.3";"1";"L/m2"
"23/03/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"23/03/2025";"Temperatura media  atura a 1.5m";"8.74";"1";"ºC"
"24/03/2025";"Lluvia";"0.0";"1";"L/m2"
"24/03/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"24/03/2025";"Temperatura media  atura a 1.5m";"11.27";"1";"ºC"
"25/03/2025";"Lluvia";"0.0";"1";"L/m2"
"25/03/2025";"Humedad relativa media a 1.5m";"70";"1";"%"
"25/03/2025";"Temperatura media  atura a 1.5m";"13.44";"1";"ºC"
"26/03/2025";"Lluvia";"0.0";"1";"L/m2"
"26/03/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"26/03/2025";"Temperatura media  atura a 1.5m";"12.87";"1";"ºC"
"27/03/2025";"Lluvia";"0.0";"1";"L/m2"
"27/03/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"27/03/2025";"Temperatura media  atura a 1.5m";"12.72";"1";"ºC"
"28/03/2025";"Lluvia";"0.0";"1";"L/m2"
"28/03/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"28/03/2025";"Temperatura media  atura a 1.5m";"13.43";"1";"ºC"
"29/03/2025";"Lluvia";"0.0";"1";"L/m2"
"29/03/2025";"Humedad relativa media a 1.5m";"56";"1";"%"
"29/03/2025";"Temperatura media  atura a 1.5m";"15.06";"1";"ºC"
"30/03/2025";"Lluvia";"0.0";"1";"L/m2"
"30/03/2025";"Humedad relativa media a 1.5m";"54";"1";"%"
"30/03/2025";"Temperatura media  atura a 1.5m";"16.50";"1";"ºC"
"31/03/2025";"Lluvia";"0.0";"1";"L/m2"
"31/03/2025";"Humedad relativa media a 1.5m";"56";"1";"%"
"31/03/2025";"Temperatura media  atura a 1.5m";"17.54";"1";"ºC"
